ksize,threads,time
100,1,0.066261
100,1,0.035572
100,1,0.046107
100,1,0.029990
100,1,0.033043
100,2,0.033627
100,2,0.039868
100,2,0.051288
100,2,0.038249
100,2,0.038572
100,4,0.041888
100,4,0.038287
100,4,0.048053
100,4,0.033990
100,4,0.039464
100,6,0.039450
100,6,0.042343
100,6,0.039976
100,6,0.029311
100,6,0.057234
100,8,0.027561
100,8,0.045313
100,8,0.032798
100,8,0.035728
100,8,0.027027
100,10,0.033739
100,10,0.032478
100,10,0.026978
100,10,0.057139
100,10,0.028479
100,12,0.037788
100,12,0.025232
100,12,0.027737
100,12,0.030084
100,12,0.023097
500,1,0.230913
500,1,0.232288
500,1,0.233837
500,1,0.233148
500,1,0.233775
500,2,0.162711
500,2,0.180673
500,2,0.163137
500,2,0.164578
500,2,0.176144
500,4,0.160595
500,4,0.127837
500,4,0.120113
500,4,0.111187
500,4,0.131505
500,6,0.099895
500,6,0.113248
500,6,0.109327
500,6,0.214977
500,6,0.100901
500,8,0.081656
500,8,0.087424
500,8,0.094739
500,8,0.100544
500,8,0.090112
500,10,0.079529
500,10,0.099052
500,10,0.089165
500,10,0.086659
500,10,0.094616
500,12,0.078394
500,12,0.081229
500,12,0.081381
500,12,0.070719
500,12,0.078531
1000,1,0.842241
1000,1,0.841917
1000,1,0.842197
1000,1,0.852111
1000,1,0.842585
1000,2,0.469046
1000,2,0.475611
1000,2,0.473937
1000,2,0.468822
1000,2,0.467703
1000,4,0.266718
1000,4,0.269581
1000,4,0.267493
1000,4,0.270685
1000,4,0.264835
1000,6,0.198952
1000,6,0.201046
1000,6,0.200226
1000,6,0.200204
1000,6,0.210400
1000,8,0.162479
1000,8,0.162484
1000,8,0.165150
1000,8,0.161117
1000,8,0.166776
1000,10,0.143500
1000,10,0.146569
1000,10,0.144221
1000,10,0.143062
1000,10,0.146657
1000,12,0.133190
1000,12,0.126974
1000,12,0.128758
1000,12,0.130132
1000,12,0.140140
5000,1,20.580599
5000,1,20.584822
5000,1,20.595498
5000,1,20.594008
5000,1,20.579857
5000,2,10.400935
5000,2,10.390878
5000,2,10.393234
5000,2,10.399937
5000,2,10.395179
5000,4,5.275195
5000,4,5.277117
5000,4,5.301631
5000,4,5.279866
5000,4,5.270539
5000,6,3.569672
5000,6,3.575049
5000,6,3.562404
5000,6,3.568228
5000,6,3.568248
5000,8,2.719312
5000,8,2.717592
5000,8,2.707994
5000,8,2.716285
5000,8,2.714967
5000,10,2.202059
5000,10,2.202764
5000,10,2.198027
5000,10,2.203265
5000,10,2.195546
5000,12,1.863545
5000,12,1.860758
5000,12,1.864922
5000,12,1.859664
5000,12,1.862084
10000,1,82.505929
10000,1,82.518305
10000,1,82.510907
10000,1,82.494960
10000,1,82.477464
10000,2,41.472760
10000,2,41.470806
10000,2,41.474421
10000,2,41.461235
10000,2,41.476963
10000,4,20.989957
10000,4,20.974539
10000,4,20.968212
10000,4,20.968788
10000,4,20.953406
10000,6,14.127157
10000,6,14.143501
10000,6,14.153173
10000,6,14.145264
10000,6,14.136155
10000,8,10.725536
10000,8,10.725594
10000,8,10.725265
10000,8,10.713958
10000,8,10.725569
10000,10,8.644587
10000,10,8.668240
10000,10,8.678604
10000,10,8.672131
10000,10,8.673898
10000,12,7.490364
10000,12,7.302118
10000,12,7.317143
10000,12,7.407757
10000,12,7.312574
