ksize,threads,time
100,1,0.036395
100,1,0.032541
100,1,0.032859
100,1,0.063000
100,1,0.046445
100,2,0.039170
100,2,0.045361
100,2,0.040686
100,2,0.078659
100,2,0.040525
100,4,0.043824
100,4,0.038971
100,4,0.092063
100,4,0.032368
100,4,0.037419
100,6,0.028079
100,6,0.030408
100,6,0.031114
100,6,0.030631
100,6,0.033231
100,8,0.030188
100,8,0.031056
100,8,0.034755
100,8,0.033015
100,8,0.032847
100,10,0.029867
100,10,0.032364
100,10,0.033823
100,10,0.031810
100,10,0.031629
100,12,0.025684
100,12,0.027389
100,12,0.032746
100,12,0.032770
100,12,0.033855
500,1,0.330946
500,1,0.333431
500,1,0.329733
500,1,0.329884
500,1,0.331430
500,2,0.218838
500,2,0.224485
500,2,0.219960
500,2,0.221372
500,2,0.222748
500,4,0.152708
500,4,0.153455
500,4,0.153791
500,4,0.164570
500,4,0.152586
500,6,0.122268
500,6,0.123102
500,6,0.125281
500,6,0.124164
500,6,0.158060
500,8,0.115415
500,8,0.115107
500,8,0.111571
500,8,0.096837
500,8,0.115429
500,10,0.107185
500,10,0.100320
500,10,0.097477
500,10,0.100086
500,10,0.098765
500,12,0.091493
500,12,0.091509
500,12,0.097511
500,12,0.091647
500,12,0.089233
1000,1,1.247919
1000,1,1.255053
1000,1,1.253229
1000,1,1.250659
1000,1,1.249920
1000,2,0.677190
1000,2,0.680468
1000,2,0.679427
1000,2,0.681667
1000,2,0.674608
1000,4,0.377407
1000,4,0.378919
1000,4,0.364287
1000,4,0.373983
1000,4,0.378808
1000,6,0.278803
1000,6,0.267120
1000,6,0.269284
1000,6,0.277585
1000,6,0.279897
1000,8,0.224302
1000,8,0.223726
1000,8,0.232277
1000,8,0.215208
1000,8,0.224553
1000,10,0.199867
1000,10,0.194839
1000,10,0.194661
1000,10,0.198658
1000,10,0.195385
1000,12,0.176121
1000,12,0.193697
1000,12,0.166265
1000,12,0.176820
1000,12,0.178994
5000,1,30.827968
5000,1,30.828315
5000,1,30.826846
5000,1,30.826814
5000,1,30.829678
5000,2,15.524432
5000,2,15.528120
5000,2,15.536465
5000,2,15.527603
5000,2,15.536892
5000,4,7.846957
5000,4,7.852182
5000,4,7.850039
5000,4,7.848731
5000,4,7.851160
5000,6,5.289864
5000,6,5.290158
5000,6,5.295431
5000,6,5.292594
5000,6,5.280467
5000,8,4.011683
5000,8,4.012527
5000,8,4.008280
5000,8,4.013117
5000,8,3.999949
5000,10,3.241728
5000,10,3.239237
5000,10,3.243470
5000,10,3.232503
5000,10,3.238846
5000,12,2.717735
5000,12,2.718510
5000,12,2.760833
5000,12,2.717056
5000,12,2.732255
10000,1,123.443292
10000,1,123.475664
10000,1,123.445109
10000,1,123.469463
10000,1,123.447290
10000,2,62.002245
10000,2,61.979607
10000,2,62.008559
10000,2,62.001926
10000,2,61.968727
10000,4,31.379806
10000,4,31.285574
10000,4,31.247821
10000,4,31.285157
10000,4,31.303214
10000,6,21.038841
10000,6,21.009144
10000,6,21.033913
10000,6,21.042432
10000,6,21.031616
10000,8,15.904484
10000,8,15.896605
10000,8,15.884597
10000,8,15.883344
10000,8,15.893409
10000,10,12.828685
10000,10,12.818888
10000,10,12.815431
10000,10,12.795890
10000,10,12.792772
10000,12,10.751492
10000,12,10.778673
10000,12,10.738132
10000,12,10.753320
10000,12,10.750578
